,home_team,away_team,season.x,def_team_q1,def_team_q3,def_direction_q1,def_direction_q3,game_id.x,home_team_off_direction1,home_team_off_direction3,home_team_off_direction2,home_team_off_direction4,away_team_off_direction1,away_team_off_direction3,away_team_off_direction2,away_team_off_direction4,game_id.y,game_type,week,gameday,weekday,gametime,away_score,home_score,location,roof,surface,stadium.y,n,ws,wd,HomeTeam,RoofType,Longitude,Latitude,StadiumAzimuthAngle,wind_compass
406,NE,HOU,2016,NE,HOU,north,south,HST_NE_2016,south,south,north,north,north,north,south,south,2016_19_HOU_NE,DIV,19,1/14/17,Saturday,20:15,16,34,Home,outdoors,fieldturf,Gillette Stadium,6,6.586666667,217.9571177,NE,Outdoor,-71.264,42.091,343,S
407,CAR,SEA,2019,CAR,SEA,east,,SEA_CAR_2019,west,NA,east,NA,east,NA,west,NA,2019_15_SEA_CAR,REG,15,12/15/19,Sunday,13:00,30,24,Home,outdoors,grass,Bank of America Stadium,6,6.586666667,238.2950467,CAR,Outdoor,-80.852778,35.225833,322.4,E
408,TB,SF,2019,SF,TB,south,north,SF_TB_2019,south,south,north,north,north,north,south,south,2019_01_SF_TB,REG,1,9/8/19,Sunday,16:25,31,17,Home,outdoors,grass,Raymond James Stadium,6,6.546666667,255.8911453,TB,Outdoor,-82.503333,27.975833,0,E
409,CIN,CLE,2019,CIN,CLE,south,,CLI_CIN_2019,north,NA,south,NA,south,NA,north,NA,2019_17_CLE_CIN,REG,17,12/29/19,Sunday,13:00,23,33,Home,outdoors,grass,Paul Brown Stadium,5,6.512,216.6199462,CIN,Outdoor,-84.516,39.095,320.6,S
410,KC,NYJ,2016,KC,NYJ,west,east,NYJ_KC_2016,east,east,west,west,west,west,east,east,2016_03_NYJ_KC,REG,3,9/25/16,Sunday,16:25,3,24,Home,outdoors,grass,Arrowhead Stadium,5,6.512,298.1052048,KC,Outdoor,-94.483889,39.048889,316.3,E
411,NYG,SEA,2017,NYG,SEA,south,north,SEA_NYG_2017,north,north,south,south,south,south,north,north,2017_07_SEA_NYG,REG,7,10/22/17,Sunday,16:25,24,7,Home,outdoors,fieldturf,MetLife Stadium,6,6.505,166.1736065,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
412,NYJ,LAC,2017,NYJ,LAC,east,east,LAC_NYJ_2017,west,east,east,west,east,west,west,east,2017_16_LAC_NYJ,REG,16,12/24/17,Sunday,13:00,14,7,Home,outdoors,fieldturf,MetLife Stadium,7,6.48,70.13459355,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,W
413,TB,ARI,2019,ARI,TB,south,north,ARZ_TB_2019,south,south,north,north,north,north,south,south,2019_10_ARI_TB,REG,10,11/10/19,Sunday,13:00,27,30,Home,outdoors,grass,Raymond James Stadium,7,6.48,47.08424199,TB,Outdoor,-82.503333,27.975833,0,W
414,NE,MIN,2018,NE,MIN,north,north,MIN_NE_2018,south,north,north,south,north,south,south,north,2018_13_MIN_NE,REG,13,12/2/18,Sunday,16:25,10,24,Home,outdoors,fieldturf,Gillette Stadium,4,6.4625,232.4566415,NE,Outdoor,-71.264,42.091,343,E
415,SEA,WAS,2017,SEA,WAS,north,north,WAS_SEA_2017,south,north,north,south,north,south,south,north,2017_09_WAS_SEA,REG,9,11/5/17,Sunday,16:05,17,14,Home,outdoors,fieldturf,CenturyLink Field,10,6.438,358.24609,SEA,Outdoor,-122.3316,47.5952,0,N
416,PHI,HOU,2018,PHI,HOU,north,south,HST_PHI_2018,south,south,north,north,north,north,south,south,2018_16_HOU_PHI,REG,16,12/23/18,Sunday,13:00,30,32,Home,outdoors,grass,Lincoln Financial Field,12,6.431666667,225.0673226,PHI,Outdoor,-75.1675,39.900833,351,E
417,PHI,DAL,2019,DAL,PHI,south,north,DAL_PHI_2019,south,south,north,north,north,north,south,south,2019_16_DAL_PHI,REG,16,12/22/19,Sunday,16:25,9,17,Home,outdoors,grass,Lincoln Financial Field,10,6.426,219.2365498,PHI,Outdoor,-75.1675,39.900833,351,S
418,SF,NE,2016,NE,SF,south,south,NE_SF_2016,south,north,north,south,north,south,south,north,2016_11_NE_SF,REG,11,11/20/16,Sunday,16:25,30,17,Home,outdoors,grass,Levi's Stadium,5,6.414,201.08714,SF,Outdoor,-121.97,37.403,330,S
419,CAR,BUF,2017,BUF,CAR,east,east,BUF_CAR_2017,east,west,west,east,west,east,east,west,2017_02_BUF_CAR,REG,2,9/17/17,Sunday,13:00,3,9,Home,outdoors,grass,Bank of America Stadium,6,6.4,6.617312234,CAR,Outdoor,-80.852778,35.225833,322.4,N
420,CHI,MIN,2018,CHI,MIN,south,,MIN_CHI_2018,north,NA,south,NA,south,NA,north,NA,2018_11_MIN_CHI,REG,11,11/18/18,Sunday,20:20,20,25,Home,outdoors,grass,Soldier Field,6,6.4,246.4392032,CHI,Outdoor,-87.6167,41.8623,353.9,E
421,CIN,DET,2017,DET,CIN,south,north,DET_CIN_2017,south,south,north,north,north,north,south,south,2017_16_DET_CIN,REG,16,12/24/17,Sunday,13:00,17,26,Home,outdoors,fieldturf,Paul Brown Stadium,6,6.4,186.9503154,CIN,Outdoor,-84.516,39.095,320.6,S
422,LA,HOU,2017,LA,HOU,east,,HST_LA_2017,west,NA,east,NA,east,NA,west,NA,2017_10_HOU_LA,REG,10,11/12/17,Sunday,16:05,7,33,Home,outdoors,grass,Los Angeles Memorial Coliseum,4,6.4,267.4856207,LAR,Outdoor,-118.287778,34.014167,90,E
423,NYJ,JAX,2017,JAX,NYJ,east,east,JAX_NYJ_2017,east,west,west,east,west,east,east,west,2017_04_JAX_NYJ,REG,4,10/1/17,Sunday,13:00,20,23,Home,outdoors,fieldturf,MetLife Stadium,6,6.4,278.1052048,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
424,TB,NO,2016,NO,TB,north,north,NO_TB_2016,north,south,south,north,south,north,north,south,2016_14_NO_TB,REG,14,12/11/16,Sunday,16:25,11,16,Home,outdoors,grass,Raymond James Stadium,6,6.4,74.97422352,TB,Outdoor,-82.503333,27.975833,0,W
425,LAC,TEN,2018,LAC,TEN,east,,TEN_LAC_2018,west,NA,east,NA,east,NA,west,NA,2018_07_TEN_LAC,REG,7,10/21/18,Sunday,21:30,19,20,Neutral,outdoors,grass,Wembley Stadium,6,6.36,279.4000661,Wembley,Outdoor,-0.279722,51.555833,90,E
426,NYJ,DAL,2019,DAL,NYJ,north,,DAL_NYJ_2019,north,NA,south,NA,south,NA,north,NA,2019_06_DAL_NYJ,REG,6,10/13/19,Sunday,16:25,22,24,Home,outdoors,fieldturf,MetLife Stadium,6,6.358333333,193.2092069,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
427,DEN,LAC,2019,LAC,DEN,south,,LAC_DEN_2019,south,NA,north,NA,north,NA,south,NA,2019_13_LAC_DEN,REG,13,12/1/19,Sunday,16:25,20,23,Home,outdoors,grass,Empower Field at Mile High,6,6.33,32.302936,DEN,Outdoor,-105.02,39.743889,0,N
428,SEA,CAR,2016,SEA,CAR,north,north,CAR_SEA_2016,south,north,north,south,north,south,south,north,2016_13_CAR_SEA,REG,13,12/4/16,Sunday,20:30,7,40,Home,outdoors,fieldturf,CenturyLink Field,6,6.32,138.3210002,SEA,Outdoor,-122.3316,47.5952,0,S
429,NYJ,GB,2018,GB,NYJ,south,north,GB_NYJ_2018,south,south,north,north,north,north,south,south,2018_16_GB_NYJ,REG,16,12/23/18,Sunday,13:00,44,38,Home,outdoors,fieldturf,MetLife Stadium,6,6.318333333,318.5059504,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
430,NYJ,BUF,2017,BUF,NYJ,west,west,BUF_NYJ_2017,west,east,east,west,east,west,west,east,2017_09_BUF_NYJ,REG,9,11/2/17,Thursday,20:25,21,34,Home,outdoors,fieldturf,MetLife Stadium,5,6.286,177.7297169,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
431,BUF,MIA,2019,MIA,BUF,east,west,MIA_BUF_2019,east,east,west,west,west,west,east,east,2019_07_MIA_BUF,REG,7,10/20/19,Sunday,13:00,21,31,Home,outdoors,astroturf,New Era Field,7,6.285714286,247.7674037,BUF,Outdoor,-78.787,42.774,302.1,E
432,GB,MIN,2016,MIN,GB,south,,MIN_GB_2016,south,NA,north,NA,north,NA,south,NA,2016_16_MIN_GB,REG,16,12/24/16,Saturday,13:00,25,38,Home,outdoors,grass,Lambeau Field,7,6.285714286,251.6295372,GB,Outdoor,-88.062222,44.501389,0,E
433,CLE,LAC,2018,LAC,CLE,west,west,LAC_CLI_2018,west,east,east,west,east,west,west,east,2018_06_LAC_CLE,REG,6,10/14/18,Sunday,13:00,38,14,Home,outdoors,grass,FirstEnergy Stadium,7,6.284285714,167.3727969,CLE,Outdoor,-81.699444,41.506111,56.1,S
434,KC,NO,2016,NO,KC,west,east,NO_KC_2016,west,west,east,east,east,east,west,west,2016_07_NO_KC,REG,7,10/23/16,Sunday,13:00,21,27,Home,outdoors,grass,Arrowhead Stadium,7,6.284285714,276.6069746,KC,Outdoor,-94.483889,39.048889,316.3,E
435,TB,CHI,2016,TB,CHI,north,north,CHI_TB_2016,south,north,north,south,north,south,south,north,2016_10_CHI_TB,REG,10,11/13/16,Sunday,13:00,10,36,Home,outdoors,grass,Raymond James Stadium,7,6.251428571,256.043831,TB,Outdoor,-82.503333,27.975833,0,E
436,WAS,NYJ,2019,WAS,NYJ,east,west,NYJ_WAS_2019,west,west,east,east,east,east,west,west,2019_11_NYJ_WAS,REG,11,11/17/19,Sunday,13:00,34,17,Home,outdoors,grass,FedExField,7,6.251428571,38.54441821,WAS,Outdoor,-76.864444,38.907778,295,N
437,LA,NO,2019,LA,NO,east,,NO_LA_2019,west,NA,east,NA,east,NA,west,NA,2019_02_NO_LA,REG,2,9/15/19,Sunday,16:25,9,27,Home,outdoors,grass,Los Angeles Memorial Coliseum,5,6.228,257.992655,LAR,Outdoor,-118.287778,34.014167,90,E
438,PHI,GB,2016,PHI,GB,north,south,GB_PHI_2016,south,south,north,north,north,north,south,south,2016_12_GB_PHI,REG,12,11/28/16,Monday,20:30,27,13,Home,outdoors,grass,Lincoln Financial Field,6,6.213333333,139.8138218,PHI,Outdoor,-75.1675,39.900833,351,S
439,TEN,IND,2019,IND,TEN,south,south,IND_TEN_2019,south,north,north,south,north,south,south,north,2019_02_IND_TEN,REG,2,9/15/19,Sunday,13:00,19,17,Home,outdoors,grass,Nissan Stadium,3,6.213333333,339.3243481,TEN,Outdoor,-86.771389,36.166389,334.6,N
440,NE,CAR,2017,CAR,NE,north,south,CAR_NE_2017,north,north,south,south,south,south,north,north,2017_04_CAR_NE,REG,4,10/1/17,Sunday,13:00,33,30,Home,outdoors,fieldturf,Gillette Stadium,11,6.191818182,292.4435325,NE,Outdoor,-71.264,42.091,343,E
441,CLE,BAL,2016,BAL,CLE,west,west,BAL_CLI_2016,west,east,east,west,east,west,west,east,2016_02_BAL_CLE,REG,2,9/18/16,Sunday,13:00,25,20,Home,outdoors,grass,FirstEnergy Stadium,6,6.173333333,326.0759288,CLE,Outdoor,-81.699444,41.506111,56.1,N
442,TB,LA,2016,TB,LA,south,north,LA_TB_2016,north,north,south,south,south,south,north,north,2016_03_LA_TB,REG,3,9/25/16,Sunday,16:05,37,32,Home,outdoors,grass,Raymond James Stadium,7,6.16,219.4530519,TB,Outdoor,-82.503333,27.975833,0,S
443,TEN,CIN,2017,TEN,CIN,south,south,CIN_TEN_2017,north,south,south,north,south,north,north,south,2017_10_CIN_TEN,REG,10,11/12/17,Sunday,13:00,20,24,Home,outdoors,grass,Nissan Stadium,7,6.16,197.1348373,TEN,Outdoor,-86.771389,36.166389,334.6,S
444,TEN,HOU,2019,TEN,HOU,north,north,HST_TEN_2019,south,north,north,south,north,south,south,north,2019_15_HOU_TEN,REG,15,12/15/19,Sunday,13:00,24,21,Home,outdoors,grass,Nissan Stadium,7,6.16,89.32178225,TEN,Outdoor,-86.771389,36.166389,334.6,W
445,BAL,ARI,2019,BAL,ARI,east,west,ARZ_BLT_2019,west,west,east,east,east,east,west,west,2019_02_ARI_BAL,REG,2,9/15/19,Sunday,13:00,17,23,Home,outdoors,grass,M&T Bank Stadium,7,6.125714286,322.7334147,BAL,Outdoor,-76.622778,39.278056,289.5,N
446,BAL,PIT,2018,PIT,BAL,west,east,PIT_BLT_2018,west,west,east,east,east,east,west,west,2018_09_PIT_BAL,REG,9,11/4/18,Sunday,13:00,23,16,Home,outdoors,grass,M&T Bank Stadium,7,6.125714286,114.3507149,BAL,Outdoor,-76.622778,39.278056,289.5,W
447,SEA,TB,2019,SEA,TB,north,south,TB_SEA_2019,south,south,north,north,north,north,south,south,2019_09_TB_SEA,REG,9,11/3/19,Sunday,16:05,34,40,Home,outdoors,fieldturf,CenturyLink Field,4,6.12,304.9616312,SEA,Outdoor,-122.3316,47.5952,0,E
448,SEA,DAL,2018,SEA,DAL,south,south,DAL_SEA_2018,north,south,south,north,south,north,north,south,2018_03_DAL_SEA,REG,3,9/23/18,Sunday,16:25,13,24,Home,outdoors,fieldturf,CenturyLink Field,8,6.105,236.0954856,SEA,Outdoor,-122.3316,47.5952,0,E
449,CAR,TB,2018,CAR,TB,east,,TB_CAR_2018,west,NA,east,NA,east,NA,west,NA,2018_09_TB_CAR,REG,9,11/4/18,Sunday,13:00,28,42,Home,outdoors,grass,Bank of America Stadium,5,6.064,66.91751117,CAR,Outdoor,-80.852778,35.225833,322.4,W
450,LA,ATL,2016,ATL,LA,east,,ATL_LA_2016,east,NA,west,NA,west,NA,east,NA,2016_14_ATL_LA,REG,14,12/11/16,Sunday,16:25,42,14,Home,outdoors,grass,Los Angeles Memorial Coliseum,5,6.064,256.0024439,LAR,Outdoor,-118.287778,34.014167,90,E
451,TB,ATL,2016,ATL,TB,south,south,ATL_TB_2016,south,north,north,south,north,south,south,north,2016_09_ATL_TB,REG,9,11/3/16,Thursday,20:25,43,28,Home,outdoors,grass,Raymond James Stadium,5,6.064,3.946751783,TB,Outdoor,-82.503333,27.975833,0,N
452,NE,HOU,2016,NE,HOU,north,south,HST_NE_2016,south,south,north,north,north,north,south,south,2016_03_HOU_NE,REG,3,9/22/16,Thursday,20:25,0,27,Home,outdoors,fieldturf,Gillette Stadium,4,6.06,185.0383688,NE,Outdoor,-71.264,42.091,343,S
453,CAR,MIA,2017,CAR,MIA,east,west,MIA_CAR_2017,west,west,east,east,east,east,west,west,2017_10_MIA_CAR,REG,10,11/13/17,Monday,20:30,21,45,Home,outdoors,grass,Bank of America Stadium,6,6.026666667,10,CAR,Outdoor,-80.852778,35.225833,322.4,N
454,NE,BAL,2016,BAL,NE,south,north,BAL_NE_2016,south,south,north,north,north,north,south,south,2016_14_BAL_NE,REG,14,12/12/16,Monday,20:30,23,30,Home,outdoors,fieldturf,Gillette Stadium,6,6.026666667,221.7387621,NE,Outdoor,-71.264,42.091,343,S
455,TEN,HOU,2016,HOU,TEN,south,north,HST_TEN_2016,south,south,north,north,north,north,south,south,2016_17_HOU_TEN,REG,17,1/1/17,Sunday,13:00,17,24,Home,outdoors,grass,Nissan Stadium,7,5.965714286,114.2021204,TEN,Outdoor,-86.771389,36.166389,334.6,W
456,PIT,ATL,2018,ATL,PIT,north,south,ATL_PIT_2018,north,north,south,south,south,south,north,north,2018_05_ATL_PIT,REG,5,10/7/18,Sunday,13:00,17,41,Home,outdoors,grass,Heinz Field,7,5.931428571,228.4300742,PIT,Outdoor,-80.015833,40.446667,333.9,E
457,PIT,JAX,2017,PIT,JAX,north,south,JAX_PIT_2017,south,south,north,north,north,north,south,south,2017_05_JAX_PIT,REG,5,10/8/17,Sunday,13:00,30,9,Home,outdoors,grass,Heinz Field,7,5.931428571,217.7588548,PIT,Outdoor,-80.015833,40.446667,333.9,S
458,SEA,KC,2018,SEA,KC,south,south,KC_SEA_2018,north,south,south,north,south,north,north,south,2018_16_KC_SEA,REG,16,12/23/18,Sunday,20:20,31,38,Home,outdoors,fieldturf,CenturyLink Field,9,5.883333333,137.8215301,SEA,Outdoor,-122.3316,47.5952,0,S
459,NE,BUF,2019,BUF,NE,north,south,BUF_NE_2019,north,north,south,south,south,south,north,north,2019_16_BUF_NE,REG,16,12/21/19,Saturday,16:30,17,24,Home,outdoors,grass,Gillette Stadium,7,5.844285714,195.9601516,NE,Outdoor,-71.264,42.091,343,S
460,CAR,NO,2018,NO,CAR,east,west,NO_CAR_2018,east,east,west,west,west,west,east,east,2018_15_NO_CAR,REG,15,12/17/18,Monday,20:15,12,9,Home,outdoors,grass,Bank of America Stadium,1,5.84,330,CAR,Outdoor,-80.852778,35.225833,322.4,N
461,CAR,TB,2019,CAR,TB,west,east,TB_CAR_2019,east,east,west,west,west,west,east,east,2019_02_TB_CAR,REG,2,9/12/19,Thursday,20:20,20,14,Home,outdoors,grass,Bank of America Stadium,1,5.84,0,CAR,Outdoor,-80.852778,35.225833,322.4,N
462,CHI,LA,2018,LA,CHI,south,,LA_CHI_2018,south,NA,north,NA,north,NA,south,NA,2018_14_LA_CHI,REG,14,12/9/18,Sunday,20:20,6,15,Home,outdoors,grass,Soldier Field,5,5.84,312.0573904,CHI,Outdoor,-87.6167,41.8623,353.9,E
463,GB,NYG,2016,NYG,GB,north,,NYG_GB_2016,north,NA,south,NA,south,NA,north,NA,2016_05_NYG_GB,REG,5,10/9/16,Sunday,20:30,16,23,Home,outdoors,grass,Lambeau Field,3,5.84,96.63627259,GB,Outdoor,-88.062222,44.501389,0,W
464,NE,NYJ,2016,NE,NYJ,north,south,NYJ_NE_2016,south,south,north,north,north,north,south,south,2016_16_NYJ_NE,REG,16,12/24/16,Saturday,13:00,3,41,Home,outdoors,fieldturf,Gillette Stadium,6,5.84,230,NE,Outdoor,-71.264,42.091,343,E
465,NYG,JAX,2018,NYG,JAX,south,north,JAX_NYG_2018,north,north,south,south,south,south,north,north,2018_01_JAX_NYG,REG,1,9/9/18,Sunday,13:00,20,15,Home,outdoors,fieldturf,MetLife Stadium,7,5.84,34.28393283,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
466,SEA,BUF,2016,BUF,SEA,north,north,BUF_SEA_2016,north,south,south,north,south,north,north,south,2016_09_BUF_SEA,REG,9,11/7/16,Monday,20:30,25,31,Home,outdoors,fieldturf,CenturyLink Field,1,5.84,140,SEA,Outdoor,-122.3316,47.5952,0,S
467,SF,NO,2016,SF,NO,south,south,NO_SF_2016,north,south,south,north,south,north,north,south,2016_09_NO_SF,REG,9,11/6/16,Sunday,16:05,41,23,Home,outdoors,grass,Levi's Stadium,5,5.84,321.8757319,SF,Outdoor,-121.97,37.403,330,N
468,TB,ATL,2018,ATL,TB,north,south,ATL_TB_2018,north,north,south,south,south,south,north,north,2018_17_ATL_TB,REG,17,12/30/18,Sunday,13:00,34,32,Home,outdoors,grass,Raymond James Stadium,6,5.84,235,TB,Outdoor,-82.503333,27.975833,0,E
469,WAS,ATL,2018,ATL,WAS,west,east,ATL_WAS_2018,west,west,east,east,east,east,west,west,2018_09_ATL_WAS,REG,9,11/4/18,Sunday,13:00,38,14,Home,outdoors,grass,FedExField,6,5.84,111.1021897,WAS,Outdoor,-76.864444,38.907778,295,W
470,GB,CHI,2019,GB,CHI,north,,CHI_GB_2019,south,NA,north,NA,north,NA,south,NA,2019_15_CHI_GB,REG,15,12/15/19,Sunday,13:00,13,21,Home,outdoors,grass,Lambeau Field,7,5.805714286,230.8739417,GB,Outdoor,-88.062222,44.501389,0,E
471,NYJ,DEN,2018,NYJ,DEN,south,north,DEN_NYJ_2018,north,north,south,south,south,south,north,north,2018_05_DEN_NYJ,REG,5,10/7/18,Sunday,13:00,16,34,Home,outdoors,fieldturf,MetLife Stadium,7,5.805714286,244.4240503,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
472,SEA,LA,2018,SEA,LA,north,south,LA_SEA_2018,south,south,north,north,north,north,south,south,2018_05_LA_SEA,REG,5,10/7/18,Sunday,16:25,33,31,Home,outdoors,fieldturf,CenturyLink Field,7,5.805714286,176.2268344,SEA,Outdoor,-122.3316,47.5952,0,S
473,GB,DET,2017,DET,GB,north,,DET_GB_2017,north,NA,south,NA,south,NA,north,NA,2017_09_DET_GB,REG,9,11/6/17,Monday,20:30,30,17,Home,outdoors,grass,Lambeau Field,6,5.8,285.0773294,GB,Outdoor,-88.062222,44.501389,0,E
474,CHI,SF,2016,CHI,SF,south,north,SF_CHI_2016,north,north,south,south,south,south,north,north,2016_13_SF_CHI,REG,13,12/4/16,Sunday,13:00,6,26,Home,outdoors,grass,Soldier Field,5,5.792,114.0220672,CHI,Outdoor,-87.6167,41.8623,353.9,W
475,PIT,CIN,2018,CIN,PIT,south,south,CIN_PIT_2018,south,north,north,south,north,south,south,north,2018_17_CIN_PIT,REG,17,12/30/18,Sunday,16:25,13,16,Home,outdoors,grass,Heinz Field,5,5.792,215.9779328,PIT,Outdoor,-80.015833,40.446667,333.9,S
476,TEN,SEA,2017,SEA,TEN,north,south,SEA_TEN_2017,north,north,south,south,south,south,north,north,2017_03_SEA_TEN,REG,3,9/24/17,Sunday,16:05,27,33,Home,outdoors,grass,Nissan Stadium,5,5.792,133.9467518,TEN,Outdoor,-86.771389,36.166389,334.6,W
477,NYJ,MIA,2016,MIA,NYJ,west,west,MIA_NYJ_2016,west,east,east,west,east,west,west,east,2016_15_MIA_NYJ,REG,15,12/17/16,Saturday,20:25,34,13,Home,outdoors,fieldturf,MetLife Stadium,4,5.78,217.3961595,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
478,PHI,DEN,2017,PHI,DEN,north,south,DEN_PHI_2017,south,south,north,north,north,north,south,south,2017_09_DEN_PHI,REG,9,11/5/17,Sunday,13:00,23,51,Home,outdoors,grass,Lincoln Financial Field,12,5.78,170.3472752,PHI,Outdoor,-75.1675,39.900833,351,S
479,NYG,PHI,2018,PHI,NYG,south,north,PHI_NYG_2018,south,south,north,north,north,north,south,south,2018_06_PHI_NYG,REG,6,10/11/18,Thursday,20:20,34,13,Home,outdoors,fieldturf,MetLife Stadium,4,5.7775,341.9975252,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
480,SF,NYG,2017,NYG,SF,south,south,NYG_SF_2017,south,north,north,south,north,south,south,north,2017_10_NYG_SF,REG,10,11/12/17,Sunday,16:25,21,31,Home,outdoors,grass,Levi's Stadium,11,5.762727273,301.5141876,SF,Outdoor,-121.97,37.403,330,E
481,CIN,NO,2018,CIN,NO,south,south,NO_CIN_2018,north,south,south,north,south,north,north,south,2018_10_NO_CIN,REG,10,11/11/18,Sunday,13:00,51,14,Home,outdoors,fieldturf,Paul Brown Stadium,6,5.76,165.7477776,CIN,Outdoor,-84.516,39.095,320.6,S
482,WAS,DAL,2019,DAL,WAS,east,west,DAL_WAS_2019,east,east,west,west,west,west,east,east,2019_02_DAL_WAS,REG,2,9/15/19,Sunday,13:00,31,21,Home,outdoors,grass,FedExField,6,5.758333333,307.0997914,WAS,Outdoor,-76.864444,38.907778,295,E
483,NE,PIT,2019,PIT,NE,south,south,PIT_NE_2019,south,north,north,south,north,south,south,north,2019_01_PIT_NE,REG,1,9/8/19,Sunday,20:20,3,33,Home,outdoors,grass,Gillette Stadium,7,5.7,344.0256967,NE,Outdoor,-71.264,42.091,343,N
484,GB,TB,2017,GB,TB,north,,TB_GB_2017,south,NA,north,NA,north,NA,south,NA,2017_13_TB_GB,REG,13,12/3/17,Sunday,13:00,20,26,Home,outdoors,grass,Lambeau Field,6,5.653333333,165.3116265,GB,Outdoor,-88.062222,44.501389,0,S
485,TB,NYG,2017,TB,NYG,south,south,NYG_TB_2017,north,south,south,north,south,north,north,south,2017_04_NYG_TB,REG,4,10/1/17,Sunday,16:05,23,25,Home,outdoors,grass,Raymond James Stadium,6,5.653333333,71.67899975,TB,Outdoor,-82.503333,27.975833,0,W
486,TEN,JAX,2018,JAX,TEN,north,north,JAX_TEN_2018,north,south,south,north,south,north,north,south,2018_14_JAX_TEN,REG,14,12/6/18,Thursday,20:20,9,30,Home,outdoors,grass,Nissan Stadium,6,5.653333333,271.7491009,TEN,Outdoor,-86.771389,36.166389,334.6,E
487,WAS,CAR,2016,WAS,CAR,west,east,CAR_WAS_2016,east,east,west,west,west,west,east,east,2016_15_CAR_WAS,REG,15,12/19/16,Monday,20:30,26,15,Home,outdoors,grass,FedExField,6,5.653333333,38.32100025,WAS,Outdoor,-76.864444,38.907778,295,N
488,GB,MIA,2018,GB,MIA,north,,MIA_GB_2018,south,NA,north,NA,north,NA,south,NA,2018_10_MIA_GB,REG,10,11/11/18,Sunday,16:25,12,31,Home,outdoors,grass,Lambeau Field,5,5.616,234.085267,GB,Outdoor,-88.062222,44.501389,0,E
489,SF,NYJ,2016,SF,NYJ,north,north,NYJ_SF_2016,south,north,north,south,north,south,south,north,2016_14_NYJ_SF,REG,14,12/11/16,Sunday,16:05,23,17,Home,outdoors,grass,Levi's Stadium,5,5.616,323.9852252,SF,Outdoor,-121.97,37.403,330,N
490,GB,SF,2018,GB,SF,north,,SF_GB_2018,south,NA,north,NA,north,NA,south,NA,2018_06_SF_GB,REG,6,10/15/18,Monday,20:15,30,33,Home,outdoors,grass,Lambeau Field,6,5.613333333,206.6534419,GB,Outdoor,-88.062222,44.501389,0,S
491,NYJ,BUF,2019,NYJ,BUF,south,north,BUF_NYJ_2019,north,north,south,south,south,south,north,north,2019_01_BUF_NYJ,REG,1,9/8/19,Sunday,13:00,17,16,Home,outdoors,fieldturf,MetLife Stadium,7,5.577142857,261.0099947,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
492,CAR,MIN,2017,CAR,MIN,east,west,MIN_CAR_2017,west,west,east,east,east,east,west,west,2017_14_MIN_CAR,REG,14,12/10/17,Sunday,13:00,24,31,Home,outdoors,grass,Bank of America Stadium,5,5.568,255.914733,CAR,Outdoor,-80.852778,35.225833,322.4,E
493,LA,SEA,2018,LA,SEA,east,,SEA_LA_2018,west,NA,east,NA,east,NA,west,NA,2018_10_SEA_LA,REG,10,11/11/18,Sunday,16:25,31,36,Home,outdoors,grass,Los Angeles Memorial Coliseum,5,5.568,269.7510552,LAR,Outdoor,-118.287778,34.014167,90,E
494,TEN,HOU,2017,TEN,HOU,south,north,HST_TEN_2017,north,north,south,south,south,south,north,north,2017_13_HOU_TEN,REG,13,12/3/17,Sunday,13:00,13,24,Home,outdoors,grass,Nissan Stadium,7,5.485714286,83.91800263,TEN,Outdoor,-86.771389,36.166389,334.6,W
495,CAR,JAX,2019,JAX,CAR,east,west,JAX_CAR_2019,east,east,west,west,west,west,east,east,2019_05_JAX_CAR,REG,5,10/6/19,Sunday,13:00,27,34,Home,outdoors,grass,Bank of America Stadium,3,5.466666667,50,CAR,Outdoor,-80.852778,35.225833,322.4,W
496,NYG,DET,2017,NYG,DET,south,south,DET_NYG_2017,north,south,south,north,south,north,north,south,2017_02_DET_NYG,REG,2,9/18/17,Monday,20:30,24,10,Home,outdoors,fieldturf,MetLife Stadium,6,5.466666667,37.27028309,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
497,WAS,ARI,2017,WAS,ARI,east,west,ARZ_WAS_2017,west,west,east,east,east,east,west,west,2017_15_ARI_WAS,REG,15,12/17/17,Sunday,13:00,15,20,Home,outdoors,grass,FedExField,3,5.466666667,163.1052048,WAS,Outdoor,-76.864444,38.907778,295,S
498,LA,ARI,2016,LA,ARI,west,,ARZ_LA_2016,east,NA,west,NA,west,NA,east,NA,2016_17_ARI_LA,REG,17,1/1/17,Sunday,16:25,44,6,Home,outdoors,grass,Los Angeles Memorial Coliseum,6,5.426666667,231.6002962,LAR,Outdoor,-118.287778,34.014167,90,E
