,home_team,away_team,season.x,def_team_q1,def_team_q3,def_direction_q1,def_direction_q3,game_id.x,home_team_off_direction1,home_team_off_direction3,home_team_off_direction2,home_team_off_direction4,away_team_off_direction1,away_team_off_direction3,away_team_off_direction2,away_team_off_direction4,game_id.y,game_type,week,gameday,weekday,gametime,away_score,home_score,location,roof,surface,stadium.y,n,ws,wd,HomeTeam,RoofType,Longitude,Latitude,StadiumAzimuthAngle,wind_compass
1,CLE,JAX,2017,JAX,CLE,east,west,JAX_CLI_2017,east,east,west,west,west,west,east,east,2017_11_JAX_CLE,REG,11,11/19/17,Sunday,13:00,19,7,Home,outdoors,grass,FirstEnergy Stadium,7,26.35285714,282.8339058,CLE,Outdoor,-81.699444,41.506111,56.1,E
2,BUF,PHI,2019,PHI,BUF,west,east,PHI_BUF_2019,west,west,east,east,east,east,west,west,2019_08_PHI_BUF,REG,8,10/27/19,Sunday,13:00,31,13,Home,outdoors,astroturf,New Era Field,7,26.19428571,241.4303473,BUF,Outdoor,-78.787,42.774,302.1,E
3,CLE,PIT,2016,PIT,CLE,east,west,PIT_CLI_2016,east,east,west,west,west,west,east,east,2016_11_PIT_CLE,REG,11,11/20/16,Sunday,13:00,24,9,Home,outdoors,grass,FirstEnergy Stadium,7,24.65,294.2776627,CLE,Outdoor,-81.699444,41.506111,56.1,E
4,DEN,JAX,2019,JAX,DEN,south,,JAX_DEN_2019,south,NA,north,NA,north,NA,south,NA,2019_04_JAX_DEN,REG,4,9/29/19,Sunday,16:25,26,24,Home,outdoors,grass,Empower Field at Mile High,6,23.6,208.6675513,DEN,Outdoor,-105.02,39.743889,0,S
5,BUF,DEN,2019,BUF,DEN,west,east,DEN_BUF_2019,east,east,west,west,west,west,east,east,2019_12_DEN_BUF,REG,12,11/24/19,Sunday,13:00,3,20,Home,outdoors,astroturf,New Era Field,6,20.54666667,246.6875187,BUF,Outdoor,-78.787,42.774,302.1,E
6,SF,CAR,2019,CAR,SF,south,south,CAR_SF_2019,south,north,north,south,north,south,south,north,2019_08_CAR_SF,REG,8,10/27/19,Sunday,16:05,13,51,Home,outdoors,grass,Levi's Stadium,12,20.28833333,4.175205666,SF,Outdoor,-121.97,37.403,330,N
7,NYG,KC,2017,NYG,KC,south,,KC_NYG_2017,north,NA,south,NA,south,NA,north,NA,2017_11_KC_NYG,REG,11,11/19/17,Sunday,13:00,9,12,Home,outdoors,fieldturf,MetLife Stadium,7,19.91142857,312.8651627,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
8,TEN,DEN,2016,TEN,DEN,south,north,DEN_TEN_2016,north,north,south,south,south,south,north,north,2016_14_DEN_TEN,REG,14,12/11/16,Sunday,13:00,10,13,Home,outdoors,grass,Nissan Stadium,7,19.91142857,180,TEN,Outdoor,-86.771389,36.166389,334.6,S
9,GB,ARI,2018,ARI,GB,south,,ARZ_GB_2018,south,NA,north,NA,north,NA,south,NA,2018_13_ARI_GB,REG,13,12/2/18,Sunday,13:00,20,17,Home,outdoors,grass,Lambeau Field,7,19.46857143,12.86516274,GB,Outdoor,-88.062222,44.501389,0,N
10,CHI,NYJ,2018,CHI,NYJ,south,north,NYJ_CHI_2018,north,north,south,south,south,south,north,north,2018_08_NYJ_CHI,REG,8,10/28/18,Sunday,13:00,10,24,Home,outdoors,grass,Soldier Field,7,19.39428571,291.4491414,CHI,Outdoor,-87.6167,41.8623,353.9,E
11,PHI,CAR,2018,CAR,PHI,south,north,CAR_PHI_2018,south,south,north,north,north,north,south,south,2018_07_CAR_PHI,REG,7,10/21/18,Sunday,13:00,21,17,Home,outdoors,grass,Lincoln Financial Field,12,19.30583333,320,PHI,Outdoor,-75.1675,39.900833,351,N
12,BAL,BUF,2018,BUF,BAL,east,west,BUF_BLT_2018,east,east,west,west,west,west,east,east,2018_01_BUF_BAL,REG,1,9/9/18,Sunday,13:00,3,47,Home,outdoors,grass,M&T Bank Stadium,7,19.27142857,68.60710492,BAL,Outdoor,-76.622778,39.278056,289.5,W
13,TB,CAR,2017,CAR,TB,north,south,CAR_TB_2017,north,north,south,south,south,south,north,north,2017_08_CAR_TB,REG,8,10/29/17,Sunday,13:00,17,3,Home,outdoors,grass,Raymond James Stadium,6,19.2,313.3980641,TB,Outdoor,-82.503333,27.975833,0,E
14,CIN,DEN,2018,CIN,DEN,south,north,DEN_CIN_2018,north,north,south,south,south,south,north,north,2018_13_DEN_CIN,REG,13,12/2/18,Sunday,13:00,24,10,Home,outdoors,fieldturf,Paul Brown Stadium,7,19.13857143,225.1686626,CIN,Outdoor,-84.516,39.095,320.6,E
15,BUF,BAL,2019,BAL,BUF,east,west,BAL_BUF_2019,east,east,west,west,west,west,east,east,2019_14_BAL_BUF,REG,14,12/8/19,Sunday,13:00,24,17,Home,outdoors,astroturf,New Era Field,7,18.81857143,197.1348373,BUF,Outdoor,-78.787,42.774,302.1,S
16,NYG,CHI,2016,NYG,CHI,south,south,CHI_NYG_2016,north,south,south,north,south,north,north,south,2016_11_CHI_NYG,REG,11,11/20/16,Sunday,13:00,16,22,Home,outdoors,fieldturf,MetLife Stadium,7,18.72,277.0136577,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
17,NYJ,BAL,2016,NYJ,BAL,east,west,BAL_NYJ_2016,west,west,east,east,east,east,west,west,2016_07_BAL_NYJ,REG,7,10/23/16,Sunday,13:00,16,24,Home,outdoors,fieldturf,MetLife Stadium,6,18.49666667,293.3295631,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
18,CLE,SEA,2019,SEA,CLE,west,west,SEA_CLI_2019,west,east,east,west,east,west,west,east,2019_06_SEA_CLE,REG,6,10/13/19,Sunday,13:00,32,28,Home,outdoors,grass,FirstEnergy Stadium,7,18.31285714,191.3990316,CLE,Outdoor,-81.699444,41.506111,56.1,S
19,CLE,GB,2017,CLE,GB,east,west,GB_CLI_2017,west,west,east,east,east,east,west,west,2017_14_GB_CLE,REG,14,12/10/17,Sunday,13:00,27,21,Home,outdoors,grass,FirstEnergy Stadium,7,18.27857143,222.8526926,CLE,Outdoor,-81.699444,41.506111,56.1,S
20,CIN,TB,2018,TB,CIN,south,north,TB_CIN_2018,south,south,north,north,north,north,south,south,2018_08_TB_CIN,REG,8,10/28/18,Sunday,13:00,34,37,Home,outdoors,fieldturf,Paul Brown Stadium,7,18.26857143,230.7202821,CIN,Outdoor,-84.516,39.095,320.6,E
21,BUF,SF,2016,BUF,SF,west,east,SF_BUF_2016,east,east,west,west,west,west,east,east,2016_06_SF_BUF,REG,6,10/16/16,Sunday,13:00,16,45,Home,outdoors,a_turf,New Era Field,7,18.12571429,242.8464027,BUF,Outdoor,-78.787,42.774,302.1,E
22,NYJ,MIN,2018,NYJ,MIN,north,north,MIN_NYJ_2018,south,north,north,south,north,south,south,north,2018_07_MIN_NYJ,REG,7,10/21/18,Sunday,13:00,37,17,Home,outdoors,fieldturf,MetLife Stadium,7,17.77,320,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
23,PHI,MIN,2016,MIN,PHI,north,south,MIN_PHI_2016,north,north,south,south,south,south,north,north,2016_07_MIN_PHI,REG,7,10/23/16,Sunday,13:00,10,21,Home,outdoors,grass,Lincoln Financial Field,7,17.61142857,284.2776627,PHI,Outdoor,-75.1675,39.900833,351,E
24,PHI,SEA,2019,SEA,PHI,south,north,SEA_PHI_2019,south,south,north,north,north,north,south,south,2019_12_SEA_PHI,REG,12,11/24/19,Sunday,13:00,17,9,Home,outdoors,grass,Lincoln Financial Field,12,17.555,288.3338118,PHI,Outdoor,-75.1675,39.900833,351,E
25,CLE,CIN,2019,CLE,CIN,east,west,CIN_CLI_2019,west,west,east,east,east,east,west,west,2019_14_CIN_CLE,REG,14,12/8/19,Sunday,13:00,19,27,Home,outdoors,grass,FirstEnergy Stadium,7,17.40714286,177.1660942,CLE,Outdoor,-81.699444,41.506111,56.1,S
26,BAL,WAS,2016,WAS,BAL,west,west,WAS_BLT_2016,west,east,east,west,east,west,west,east,2016_05_WAS_BAL,REG,5,10/9/16,Sunday,13:00,16,10,Home,outdoors,grass,M&T Bank Stadium,7,17.28285714,342.8777423,BAL,Outdoor,-76.622778,39.278056,289.5,N
27,NYG,MIA,2019,NYG,MIA,north,south,MIA_NYG_2019,south,south,north,north,north,north,south,south,2019_15_MIA_NYG,REG,15,12/15/19,Sunday,13:00,20,36,Home,outdoors,fieldturf,MetLife Stadium,7,17.26428571,276.6082365,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
28,BUF,CIN,2019,CIN,BUF,west,east,CIN_BUF_2019,west,west,east,east,east,east,west,west,2019_03_CIN_BUF,REG,3,9/22/19,Sunday,13:00,17,21,Home,outdoors,astroturf,New Era Field,7,17.09571429,238.5696527,BUF,Outdoor,-78.787,42.774,302.1,E
29,MIA,NYJ,2017,MIA,NYJ,east,west,NYJ_MIA_2017,west,west,east,east,east,east,west,west,2017_07_NYJ_MIA,REG,7,10/22/17,Sunday,13:00,28,31,Home,outdoors,grass,Hard Rock Stadium,7,17.09571429,108.5633786,MIA,Outdoor,-80.238889,25.958056,302.1,W
30,CHI,CAR,2017,CHI,CAR,north,north,CAR_CHI_2017,south,north,north,south,north,south,south,north,2017_07_CAR_CHI,REG,7,10/22/17,Sunday,13:00,3,17,Home,outdoors,grass,Soldier Field,6,16.92333333,201.0602473,CHI,Outdoor,-87.6167,41.8623,353.9,S
31,TEN,BAL,2017,BAL,TEN,south,north,BAL_TEN_2017,south,south,north,north,north,north,south,south,2017_09_BAL_TEN,REG,9,11/5/17,Sunday,13:00,20,23,Home,outdoors,grass,Nissan Stadium,7,16.80571429,207.1535973,TEN,Outdoor,-86.771389,36.166389,334.6,S
32,NE,DAL,2019,NE,DAL,north,south,DAL_NE_2019,south,south,north,north,north,north,south,south,2019_12_DAL_NE,REG,12,11/24/19,Sunday,16:25,9,13,Home,outdoors,grass,Gillette Stadium,14,16.78714286,315.7223373,NE,Outdoor,-71.264,42.091,343,N
33,NYG,WAS,2017,WAS,NYG,south,,WAS_NYG_2017,south,NA,north,NA,north,NA,south,NA,2017_17_WAS_NYG,REG,17,12/31/17,Sunday,13:00,10,18,Home,outdoors,fieldturf,MetLife Stadium,6,16.74666667,323.2955738,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
34,NE,NYG,2019,NYG,NE,south,south,NYG_NE_2019,south,north,north,south,north,south,south,north,2019_06_NYG_NE,REG,6,10/10/19,Thursday,20:20,14,35,Home,outdoors,grass,Gillette Stadium,13,16.32384615,30.76797798,NE,Outdoor,-71.264,42.091,343,N
35,KC,LAC,2019,KC,LAC,east,west,LAC_KC_2019,west,west,east,east,east,east,west,west,2019_17_LAC_KC,REG,17,12/29/19,Sunday,13:00,21,31,Home,outdoors,astroturf,Arrowhead Stadium,7,16.09285714,235.7034716,KC,Outdoor,-94.483889,39.048889,316.3,E
36,MIA,NYJ,2016,MIA,NYJ,east,,NYJ_MIA_2016,west,NA,east,NA,east,NA,west,NA,2016_09_NYJ_MIA,REG,9,11/6/16,Sunday,13:00,23,27,Home,outdoors,grass,Hard Rock Stadium,7,16.09285714,57.14730745,MIA,Outdoor,-80.238889,25.958056,302.1,W
37,CAR,WAS,2019,WAS,CAR,east,,WAS_CAR_2019,east,NA,west,NA,west,NA,east,NA,2019_13_WAS_CAR,REG,13,12/1/19,Sunday,13:00,29,21,Home,outdoors,grass,Bank of America Stadium,6,15.90833333,255.1039094,CAR,Outdoor,-80.852778,35.225833,322.4,E
38,CLE,CIN,2016,CLE,CIN,east,west,CIN_CLI_2016,west,west,east,east,east,east,west,west,2016_14_CIN_CLE,REG,14,12/11/16,Sunday,13:00,23,10,Home,outdoors,grass,FirstEnergy Stadium,6,15.90666667,148.3295631,CLE,Outdoor,-81.699444,41.506111,56.1,S
39,MIA,LAC,2019,MIA,LAC,east,,LAC_MIA_2019,west,NA,east,NA,east,NA,west,NA,2019_04_LAC_MIA,REG,4,9/29/19,Sunday,13:00,30,10,Home,outdoors,grass,Hard Rock Stadium,6,15.90666667,48.32956306,MIA,Outdoor,-80.238889,25.958056,302.1,W
40,WAS,SF,2019,SF,WAS,east,west,SF_WAS_2019,east,east,west,west,west,west,east,east,2019_07_SF_WAS,REG,7,10/20/19,Sunday,13:00,9,0,Home,outdoors,grass,FedExField,6,15.90666667,21.67043694,WAS,Outdoor,-76.864444,38.907778,295,N
41,BUF,WAS,2019,BUF,WAS,west,west,WAS_BUF_2019,east,west,west,east,west,east,east,west,2019_09_WAS_BUF,REG,9,11/3/19,Sunday,13:00,9,24,Home,outdoors,astroturf,New Era Field,6,15.875,268.3383032,BUF,Outdoor,-78.787,42.774,302.1,E
42,PHI,NYG,2019,NYG,PHI,north,south,NYG_PHI_2019,north,north,south,south,south,south,north,north,2019_14_NYG_PHI,REG,14,12/9/19,Monday,20:15,17,23,Home,outdoors,grass,Lincoln Financial Field,8,15.81375,217.5143793,PHI,Outdoor,-75.1675,39.900833,351,S
43,MIA,NE,2018,MIA,NE,west,,NE_MIA_2018,east,NA,west,NA,west,NA,east,NA,2018_14_NE_MIA,REG,14,12/9/18,Sunday,13:00,33,34,Home,outdoors,grass,Hard Rock Stadium,7,15.77428571,225.7287183,MIA,Outdoor,-80.238889,25.958056,302.1,E
44,NYG,DET,2016,DET,NYG,north,north,DET_NYG_2016,north,south,south,north,south,north,north,south,2016_15_DET_NYG,REG,15,12/18/16,Sunday,13:00,6,17,Home,outdoors,fieldturf,MetLife Stadium,4,15.55,302.6038405,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
45,WAS,DAL,2018,WAS,DAL,east,west,DAL_WAS_2018,west,west,east,east,east,east,west,west,2018_07_DAL_WAS,REG,7,10/21/18,Sunday,16:25,17,20,Home,outdoors,grass,FedExField,6,15.50333333,301.661961,WAS,Outdoor,-76.864444,38.907778,295,E
46,SF,DET,2018,SF,DET,south,north,DET_SF_2018,north,north,south,south,south,south,north,north,2018_02_DET_SF,REG,2,9/16/18,Sunday,16:05,27,30,Home,outdoors,grass,Levi's Stadium,14,15.48428571,316.004321,SF,Outdoor,-121.97,37.403,330,N
47,PHI,DAL,2017,DAL,PHI,north,south,DAL_PHI_2017,north,north,south,south,south,south,north,north,2017_17_DAL_PHI,REG,17,12/31/17,Sunday,13:00,6,0,Home,outdoors,grass,Lincoln Financial Field,11,15.45545455,319.0791391,PHI,Outdoor,-75.1675,39.900833,351,N
48,SF,DAL,2016,SF,DAL,south,south,DAL_SF_2016,north,south,south,north,south,north,north,south,2016_04_DAL_SF,REG,4,10/2/16,Sunday,16:25,24,17,Home,outdoors,grass,Levi's Stadium,5,15.422,292.2352753,SF,Outdoor,-121.97,37.403,330,E
49,MIA,TEN,2016,MIA,TEN,east,east,TEN_MIA_2016,west,east,east,west,east,west,west,east,2016_05_TEN_MIA,REG,5,10/9/16,Sunday,13:00,30,17,Home,outdoors,grass,Hard Rock Stadium,6,15.34833333,38.32100025,MIA,Outdoor,-80.238889,25.958056,302.1,N
50,GB,DET,2016,DET,GB,north,,DET_GB_2016,north,NA,south,NA,south,NA,north,NA,2016_03_DET_GB,REG,3,9/25/16,Sunday,13:00,27,34,Home,outdoors,grass,Lambeau Field,6,15.16166667,153.3295631,GB,Outdoor,-88.062222,44.501389,0,S
51,JAX,PHI,2018,JAX,PHI,east,,PHI_JAX_2018,west,NA,east,NA,east,NA,west,NA,2018_08_PHI_JAX,REG,8,10/28/18,Sunday,21:30,24,18,Neutral,outdoors,grass,Wembley Stadium,6,15.13166667,38.32100025,Wembley,Outdoor,-0.279722,51.555833,90,N
52,NE,MIA,2017,MIA,NE,north,south,MIA_NE_2017,north,north,south,south,south,south,north,north,2017_12_MIA_NE,REG,12,11/26/17,Sunday,13:00,17,35,Home,outdoors,fieldturf,Gillette Stadium,12,15.06833333,281.6661228,NE,Outdoor,-71.264,42.091,343,E
53,KC,MIN,2019,KC,MIN,east,west,MIN_KC_2019,west,west,east,east,east,east,west,west,2019_09_MIN_KC,REG,9,11/3/19,Sunday,13:00,23,26,Home,outdoors,astroturf,Arrowhead Stadium,7,14.97571429,210,KC,Outdoor,-94.483889,39.048889,316.3,S
54,BUF,CLE,2016,BUF,CLE,west,west,CLI_BUF_2016,east,west,west,east,west,east,east,west,2016_15_CLE_BUF,REG,15,12/18/16,Sunday,13:00,13,33,Home,outdoors,a_turf,New Era Field,6,14.92166667,283.3295631,BUF,Outdoor,-78.787,42.774,302.1,E
55,BAL,PHI,2016,BAL,PHI,west,west,PHI_BLT_2016,east,west,west,east,west,east,east,west,2016_15_PHI_BAL,REG,15,12/18/16,Sunday,13:00,26,27,Home,outdoors,grass,M&T Bank Stadium,7,14.87,286.3207492,BAL,Outdoor,-76.622778,39.278056,289.5,E
56,MIA,PIT,2016,MIA,PIT,east,,PIT_MIA_2016,west,NA,east,NA,east,NA,west,NA,2016_06_PIT_MIA,REG,6,10/16/16,Sunday,13:00,15,30,Home,outdoors,grass,Hard Rock Stadium,7,14.82428571,71.09344432,MIA,Outdoor,-80.238889,25.958056,302.1,W
57,PIT,NYJ,2016,PIT,NYJ,south,north,NYJ_PIT_2016,north,north,south,south,south,south,north,north,2016_05_NYJ_PIT,REG,5,10/9/16,Sunday,13:00,13,31,Home,outdoors,grass,Heinz Field,7,14.65714286,342.8464027,PIT,Outdoor,-80.015833,40.446667,333.9,N
58,KC,BUF,2017,KC,BUF,west,west,BUF_KC_2017,east,west,west,east,west,east,east,west,2017_12_BUF_KC,REG,12,11/26/17,Sunday,13:00,16,10,Home,outdoors,grass,Arrowhead Stadium,6,14.57166667,213.3124813,KC,Outdoor,-94.483889,39.048889,316.3,S
59,BUF,IND,2017,IND,BUF,west,east,IND_BUF_2017,west,west,east,east,east,east,west,west,2017_14_IND_BUF,REG,14,12/10/17,Sunday,13:00,7,13,Home,outdoors,a_turf,New Era Field,7,14.52571429,262.8526926,BUF,Outdoor,-78.787,42.774,302.1,E
60,NYJ,CIN,2016,NYJ,CIN,east,east,CIN_NYJ_2016,west,east,east,west,east,west,west,east,2016_01_CIN_NYJ,REG,1,9/11/16,Sunday,13:00,23,22,Home,outdoors,fieldturf,MetLife Stadium,7,14.47,311.4303473,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
61,CIN,NYJ,2019,CIN,NYJ,,,NYJ_CIN_2019,NA,NA,NA,NA,NA,NA,NA,NA,2019_13_NYJ_CIN,REG,13,12/1/19,Sunday,13:00,6,22,Home,outdoors,grass,Paul Brown Stadium,7,14.45,251.3027152,CIN,Outdoor,-84.516,39.095,320.6,E
62,CIN,CLE,2016,CLE,CIN,south,north,CLI_CIN_2016,south,south,north,north,north,north,south,south,2016_07_CLE_CIN,REG,7,10/23/16,Sunday,13:00,17,31,Home,outdoors,fieldturf,Paul Brown Stadium,6,14.39666667,211.4989404,CIN,Outdoor,-84.516,39.095,320.6,S
63,MIA,NE,2016,MIA,NE,west,,NE_MIA_2016,east,NA,west,NA,west,NA,east,NA,2016_17_NE_MIA,REG,17,1/1/17,Sunday,13:00,35,14,Home,outdoors,grass,Hard Rock Stadium,6,14.385,124.9744859,MIA,Outdoor,-80.238889,25.958056,302.1,W
64,PHI,NE,2019,NE,PHI,north,south,NE_PHI_2019,north,north,south,south,south,south,north,north,2019_11_NE_PHI,REG,11,11/17/19,Sunday,16:25,17,10,Home,outdoors,grass,Lincoln Financial Field,11,14.29818182,38.18917494,PHI,Outdoor,-75.1675,39.900833,351,N
65,TEN,JAX,2017,TEN,JAX,north,south,JAX_TEN_2017,south,south,north,north,north,north,south,south,2017_17_JAX_TEN,REG,17,12/31/17,Sunday,16:25,10,15,Home,outdoors,grass,Nissan Stadium,6,14.16666667,346.7044262,TEN,Outdoor,-86.771389,36.166389,334.6,N
66,WAS,GB,2016,WAS,GB,east,west,GB_WAS_2016,west,west,east,east,east,east,west,west,2016_11_GB_WAS,REG,11,11/20/16,Sunday,20:30,24,42,Home,outdoors,grass,FedExField,6,14.01333333,285.0255141,WAS,Outdoor,-76.864444,38.907778,295,E
67,CLE,MIA,2019,MIA,CLE,east,east,MIA_CLI_2019,east,west,west,east,west,east,east,west,2019_12_MIA_CLE,REG,12,11/24/19,Sunday,13:00,24,41,Home,outdoors,grass,FirstEnergy Stadium,7,13.99142857,220,CLE,Outdoor,-81.699444,41.506111,56.1,S
68,CIN,CHI,2017,CHI,CIN,south,south,CHI_CIN_2017,south,north,north,south,north,south,south,north,2017_14_CHI_CIN,REG,14,12/10/17,Sunday,13:00,33,7,Home,outdoors,fieldturf,Paul Brown Stadium,7,13.96428571,208.5696527,CIN,Outdoor,-84.516,39.095,320.6,S
69,CHI,NE,2018,CHI,NE,north,,NE_CHI_2018,south,NA,north,NA,north,NA,south,NA,2018_07_NE_CHI,REG,7,10/21/18,Sunday,13:00,38,31,Home,outdoors,grass,Soldier Field,7,13.83142857,231.3086345,CHI,Outdoor,-87.6167,41.8623,353.9,E
70,GB,BAL,2017,BAL,GB,south,,BAL_GB_2017,south,NA,north,NA,north,NA,south,NA,2017_11_BAL_GB,REG,11,11/19/17,Sunday,13:00,23,0,Home,outdoors,grass,Lambeau Field,7,13.83,275.7158724,GB,Outdoor,-88.062222,44.501389,0,E
71,MIA,ARI,2016,MIA,ARI,east,,ARZ_MIA_2016,west,NA,east,NA,east,NA,west,NA,2016_14_ARI_MIA,REG,14,12/11/16,Sunday,13:00,23,26,Home,outdoors,grass,Hard Rock Stadium,7,13.77571429,93.99320039,MIA,Outdoor,-80.238889,25.958056,302.1,W
72,MIA,CIN,2019,CIN,MIA,east,,CIN_MIA_2019,east,NA,west,NA,west,NA,east,NA,2019_16_CIN_MIA,REG,16,12/22/19,Sunday,13:00,35,38,Home,outdoors,grass,Hard Rock Stadium,8,13.64625,115.0191112,MIA,Outdoor,-80.238889,25.958056,302.1,W
73,MIA,NO,2017,NO,MIA,east,,NO_MIA_2017,east,NA,west,NA,west,NA,east,NA,2017_04_NO_MIA,REG,4,10/1/17,Sunday,21:30,20,0,Neutral,outdoors,grass,Wembley Stadium,6,13.64,211.6704369,Wembley,Outdoor,-0.279722,51.555833,90,S
74,SF,ARI,2018,ARI,SF,north,south,ARZ_SF_2018,north,north,south,south,south,south,north,north,2018_05_ARI_SF,REG,5,10/7/18,Sunday,16:25,28,18,Home,outdoors,grass,Levi's Stadium,12,13.63,342.0020394,SF,Outdoor,-121.97,37.403,330,N
75,PIT,LAC,2018,PIT,LAC,north,north,LAC_PIT_2018,south,north,north,south,north,south,south,north,2018_13_LAC_PIT,REG,13,12/2/18,Sunday,20:20,33,30,Home,outdoors,grass,Heinz Field,6,13.585,242.1220129,PIT,Outdoor,-80.015833,40.446667,333.9,E
76,MIA,BUF,2018,BUF,MIA,east,,BUF_MIA_2018,east,NA,west,NA,west,NA,east,NA,2018_13_BUF_MIA,REG,13,12/2/18,Sunday,13:00,17,21,Home,outdoors,grass,Hard Rock Stadium,7,13.48571429,160,MIA,Outdoor,-80.238889,25.958056,302.1,S
77,NYJ,NE,2017,NE,NYJ,east,,NE_NYJ_2017,east,NA,west,NA,west,NA,east,NA,2017_06_NE_NYJ,REG,6,10/15/17,Sunday,13:00,24,17,Home,outdoors,fieldturf,MetLife Stadium,7,13.48428571,212.8651627,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
78,CHI,DET,2017,DET,CHI,north,north,DET_CHI_2017,north,south,south,north,south,north,north,south,2017_11_DET_CHI,REG,11,11/19/17,Sunday,13:00,27,24,Home,outdoors,grass,Soldier Field,7,13.48285714,280,CHI,Outdoor,-87.6167,41.8623,353.9,E
79,BAL,IND,2017,BAL,IND,west,west,IND_BLT_2017,east,west,west,east,west,east,east,west,2017_16_IND_BAL,REG,16,12/23/17,Saturday,16:30,16,23,Home,outdoors,grass,M&T Bank Stadium,6,13.46666667,268.5538845,BAL,Outdoor,-76.622778,39.278056,289.5,E
80,MIA,NYJ,2018,NYJ,MIA,east,,NYJ_MIA_2018,east,NA,west,NA,west,NA,east,NA,2018_09_NYJ_MIA,REG,9,11/4/18,Sunday,13:00,6,13,Home,outdoors,grass,Hard Rock Stadium,6,13.42,128.2950467,MIA,Outdoor,-80.238889,25.958056,302.1,W
81,NE,MIA,2016,MIA,NE,north,south,MIA_NE_2016,north,north,south,south,south,south,north,north,2016_02_MIA_NE,REG,2,9/18/16,Sunday,13:00,24,31,Home,outdoors,fieldturf,Gillette Stadium,13,13.36846154,230.7715971,NE,Outdoor,-71.264,42.091,343,E
82,KC,MIA,2017,KC,MIA,west,east,MIA_KC_2017,east,east,west,west,west,west,east,east,2017_16_MIA_KC,REG,16,12/24/17,Sunday,13:00,13,29,Home,outdoors,grass,Arrowhead Stadium,7,13.35285714,294.1835084,KC,Outdoor,-94.483889,39.048889,316.3,E
83,MIA,NYJ,2019,MIA,NYJ,west,,NYJ_MIA_2019,east,NA,west,NA,west,NA,east,NA,2019_09_NYJ_MIA,REG,9,11/3/19,Sunday,13:00,18,26,Home,outdoors,grass,Hard Rock Stadium,7,13.29714286,8.065439337,MIA,Outdoor,-80.238889,25.958056,302.1,N
84,PHI,SEA,2019,SEA,PHI,south,north,SEA_PHI_2019,south,south,north,north,north,north,south,south,2019_18_SEA_PHI,WC,18,1/5/20,Sunday,16:40,17,9,Home,outdoors,grass,Lincoln Financial Field,12,13.17916667,271.6061156,PHI,Outdoor,-75.1675,39.900833,351,E
85,CLE,LA,2019,LA,CLE,east,west,LA_CLI_2019,east,east,west,west,west,west,east,east,2019_03_LA_CLE,REG,3,9/22/19,Sunday,20:20,20,13,Home,outdoors,grass,FirstEnergy Stadium,6,13.08166667,190,CLE,Outdoor,-81.699444,41.506111,56.1,S
86,CIN,BAL,2019,CIN,BAL,south,,BAL_CIN_2019,north,NA,south,NA,south,NA,north,NA,2019_10_BAL_CIN,REG,10,11/10/19,Sunday,13:00,49,13,Home,outdoors,grass,Paul Brown Stadium,6,13.05,201.5305605,CIN,Outdoor,-84.516,39.095,320.6,S
87,SEA,LA,2017,LA,SEA,south,south,LA_SEA_2017,south,north,north,south,north,south,south,north,2017_15_LA_SEA,REG,15,12/17/17,Sunday,16:05,42,7,Home,outdoors,fieldturf,CenturyLink Field,6,13.04833333,186.6704369,SEA,Outdoor,-122.3316,47.5952,0,S
88,WAS,DAL,2017,WAS,DAL,west,east,DAL_WAS_2017,east,east,west,west,west,west,east,east,2017_08_DAL_WAS,REG,8,10/29/17,Sunday,16:25,33,19,Home,outdoors,grass,FedExField,6,13.04833333,275.8480721,WAS,Outdoor,-76.864444,38.907778,295,E
89,MIA,WAS,2019,MIA,WAS,east,,WAS_MIA_2019,west,NA,east,NA,east,NA,west,NA,2019_06_WAS_MIA,REG,6,10/13/19,Sunday,13:00,17,16,Home,outdoors,grass,Hard Rock Stadium,7,13.00714286,105.5500384,MIA,Outdoor,-80.238889,25.958056,302.1,W
90,LA,SF,2016,LA,SF,east,,SF_LA_2016,west,NA,east,NA,east,NA,west,NA,2016_16_SF_LA,REG,16,12/24/16,Saturday,16:25,22,21,Home,outdoors,grass,Los Angeles Memorial Coliseum,6,13.00666667,281.4989404,LAR,Outdoor,-118.287778,34.014167,90,E
91,MIA,SF,2016,SF,MIA,east,,SF_MIA_2016,east,NA,west,NA,west,NA,east,NA,2016_12_SF_MIA,REG,12,11/27/16,Sunday,13:00,24,31,Home,outdoors,grass,Hard Rock Stadium,7,13.00571429,50,MIA,Outdoor,-80.238889,25.958056,302.1,W
92,BUF,NYJ,2018,NYJ,BUF,west,,NYJ_BUF_2018,west,NA,east,NA,east,NA,west,NA,2018_14_NYJ_BUF,REG,14,12/9/18,Sunday,13:00,27,23,Home,outdoors,a_turf,New Era Field,7,12.97857143,239.8672029,BUF,Outdoor,-78.787,42.774,302.1,E
